word,pinyin,context
火柴,huǒ chái,我需要**火柴**。 → Мне нужны спички.
伙伴,huǒ bàn,他是我的**伙伴**。 → Он мой партнёр.
或许,huò xǔ,**或许**他不来了。 → Возможно он не придёт.
机器,jī qì,这台**机器**很贵。 → Эта машина дорогая.
肌肉,jī ròu,他**肌肉**发达。 → У него развитые мышцы.
基本,jī běn,这是**基本**功。 → Это базовая техника.
激烈,jī liè,比赛很**激烈**。 → Соревнование очень напряжённое.
及格,jí gé,他考试**及格**了。 → Он сдал экзамен.
极其,jí qí,这件事**极其**重要。 → Это дело крайне важно.
急忙,jí máng,他**急忙**跑出去。 → Он поспешно выбежал.
急诊,jí zhěn,他在**急诊**室。 → Он в отделении неотложной помощи.
集合,jí hé,我们**集合**在门口。 → Мы собираемся у входа.
集体,jí tǐ,**集体**力量大。 → Сила коллектива велика.
集中,jí zhōng,请**集中**注意力。 → Пожалуйста сосредоточьтесь.
计算,jì suàn,请**计算**一下。 → Пожалуйста подсчитайте.
记录,jì lù,请**记录**下来。 → Пожалуйста запишите.
记忆,jì yì,我对此还有**记忆**。 → У меня всё ещё есть воспоминание об этом.
纪录,jì lù,他打破了**纪录**。 → Он побил рекорд.
纪律,jì lǜ,要遵守**纪律**。 → Нужно соблюдать дисциплину.
纪念,jì niàn,我们要**纪念**这一天。 → Мы хотим увековечить этот день.
系领带,jì lǐng dài,他在**系领带**。 → Он завязывает галстук.
寂寞,jì mò,他感到**寂寞**。 → Он чувствует одиночество.
夹子,jiā zi,请用**夹子**夹住。 → Пожалуйста зажмите зажимом.
家庭,jiā tíng,我有个幸福的**家庭**。 → У меня счастливая семья.
家务,jiā wù,他帮我做**家务**。 → Он помогает мне с домашними делами.
家乡,jiā xiāng,我想念**家乡**。 → Я скучаю по родине.
嘉宾,jiā bīn,**嘉宾**们都到了。 → Все гости пришли.
甲,jiǎ,他是**甲**等水平。 → У него высший уровень.
假如,jiǎ rú,**假如**我是你。 → Если бы я был тобой.
假设,jiǎ shè,我们**假设**这是真的。 → Предположим что это правда.
假装,jiǎ zhuāng,他**假装**没看见。 → Он сделал вид что не видит.
价值,jià zhí,这件事很有**价值**。 → Это дело имеет большую ценность.
驾驶,jià shǐ,他在**驾驶**汽车。 → Он управляет машиной.
嫁,jià,她**嫁**给了一个医生。 → Она вышла замуж за врача.
坚决,jiān jué,他**坚决**反对。 → Он решительно против.
坚强,jiān qiáng,她很**坚强**。 → Она очень сильная.
肩膀,jiān bǎng,他**肩膀**很宽。 → У него широкие плечи.
艰巨,jiān jù,这是**艰巨**的任务。 → Это трудная задача.
艰苦,jiān kǔ,生活很**艰苦**。 → Жизнь тяжёлая.
兼职,jiān zhí,他做**兼职**。 → Он работает по совместительству.
捡,jiǎn,他**捡**了一块石头。 → Он подобрал камень.
剪刀,jiǎn dāo,请把**剪刀**给我。 → Пожалуйста дайте мне ножницы.
简历,jiǎn lì,请提交**简历**。 → Пожалуйста отправьте резюме.
简直,jiǎn zhí,这**简直**不可思议。 → Это просто невероятно.
建立,jiàn lì,他们**建立**了公司。 → Они основали компанию.
建设,jiàn shè,城市在**建设**中。 → Город строится.
建筑,jiàn zhù,这是古老的**建筑**。 → Это старинное здание.
健身,jiàn shēn,我每天**健身**。 → Я каждый день занимаюсь спортом.
键盘,jiàn pán,**键盘**坏了。 → Клавиатура сломалась.
讲究,jiǎng jiu,他很**讲究**衣着。 → Он внимательно относится к одежде.
讲座,jiǎng zuò,今天有**讲座**。 → Сегодня лекция.
酱油,jiàng yóu,请给我**酱油**。 → Пожалуйста дайте мне соевый соус.
浇,jiāo,他在**浇**花。 → Он поливает цветы.
交换,jiāo huàn,我们**交换**意见。 → Мы обменяемся мнениями.
交际,jiāo jì,他善于**交际**。 → Он хорошо умеет общаться.
交往,jiāo wǎng,我们**交往**多年。 → Мы общаемся много лет.
郊区,jiāo qū,他住在**郊区**。 → Он живёт в пригороде.
胶水,jiāo shuǐ,我需要**胶水**。 → Мне нужен клей.
角度,jiǎo dù,换个**角度**看。 → Посмотрите с другой стороны.
狡猾,jiǎo huá,这只狐狸很**狡猾**。 → Эта лиса очень хитрая.
教材,jiào cái,这是新**教材**。 → Это новый учебник.
教练,jiào liàn,他是篮球**教练**。 → Он баскетбольный тренер.
教训,jiào xùn,这是个**教训**。 → Это урок.
阶段,jiē duàn,这是第一**阶段**。 → Это первый этап.
结实,jiē shi,这把椅子很**结实**。 → Этот стул очень прочный.
接触,jiē chù,我和他没**接触**过。 → Я с ним не контактировал.
接待,jiē dài,我们要**接待**客人。 → Нам нужно принять гостей.
接近,jiē jìn,夏天**接近**了。 → Лето приближается.
节省,jié shěng,要**节省**资源。 → Нужно экономить ресурсы.
结构,jié gòu,这个**结构**很复杂。 → Эта структура сложная.
结合,jié hé,理论要**结合**实践。 → Теорию нужно сочетать с практикой.
结论,jié lùn,得出了**结论**。 → Вывод сделан.
结账,jié zhàng,请**结账**。 → Пожалуйста рассчитайте.
戒,jiè,他**戒**烟了。 → Он бросил курить.
戒指,jiè zhi,她有漂亮的**戒指**。 → У неё красивое кольцо.
届,jiè,这是第三**届**比赛。 → Это третье соревнование подряд.
借口,jiè kǒu,别找**借口**。 → Не ищи отговорок.
金属,jīn shǔ,这是**金属**制品。 → Это металлическое изделие.
紧,jǐn,鞋有点**紧**。 → Туфли немного тесноваты.
紧急,jǐn jí,这是**紧急**情况。 → Это экстренная ситуация.
谨慎,jǐn shèn,他很**谨慎**。 → Он очень осторожен.
尽快,jǐn kuài,请**尽快**回复。 → Пожалуйста ответьте поскорее.
尽量,jǐn liàng,我**尽量**帮你。 → Я постараюсь помочь тебе.
进步,jìn bù,他**进步**很大。 → Он сильно прогрессирует.
进口,jìn kǒu,这是**进口**商品。 → Это импортный товар.
近代,jìn dài,**近代**中国发生了变化。 → В новейшую эпоху Китай изменился.
经典,jīng diǎn,这是**经典**作品。 → Это классическое произведение.
经商,jīng shāng,他**经商**多年。 → Он много лет занимается бизнесом.
经营,jīng yíng,他**经营**着一家公司。 → Он управляет компанией.
精力,jīng lì,他**精力**充沛。 → Он полон энергии.
精神,jīng shén,他**精神**很好。 → У него хорошее настроение.
酒吧,jiǔ bā,我们去**酒吧**喝酒。 → Мы идём в бар выпить.
救,jiù,他**救**了我。 → Он спас меня.
舅舅,jiù jiu,这是我**舅舅**。 → Это мой дядя по матери.
居然,jū rán,他**居然**来了。 → Он удивительно пришёл.
桔子,jú zi,我喜欢吃**桔子**。 → Я люблю есть мандарины.
具备,jù bèi,他**具备**这些条件。 → Он обладает этими условиями.
具体,jù tǐ,请说**具体**点。 → Пожалуйста скажите конкретнее.
俱乐部,jù lè bù,他参加了**俱乐部**。 → Он вступил в клуб.
据说,jù shuō,**据说**他要走。 → Говорят что он уезжает.
巨大,jù dà,这是**巨大**的成功。 → Это огромный успех.
聚会,jù huì,我们去**聚会**。 → Мы идём на встречу.
捐,juān,他**捐**了很多钱。 → Он пожертвовал много денег.
决赛,jué sài,他进入了**决赛**。 → Он прошёл в финал.
决心,jué xīn,我下定**决心**。 → Я принял решение.
角色,jué sè,他扮演了一个**角色**。 → Он сыграл роль.
绝对,jué duì,**绝对**不可以。 → Абсолютно нельзя.
军事,jūn shì,他对**军事**感兴趣。 → Его интересует военное дело.
均匀,jūn yún,**均匀**地撒上盐。 → Равномерно посыпьте солью.
卡车,kǎ chē,**卡车**拉着货。 → Грузовик везёт груз.
开发,kāi fā,他**开发**了一款软件。 → Он разработал программу.
开放,kāi fàng,公园对外**开放**。 → Парк открыт для посетителей.
开幕式,kāi mù shì,**开幕式**很隆重。 → Церемония открытия торжественная.
开水,kāi shuǐ,请喝点**开水**。 → Пожалуйста попейте кипячёной воды.
砍,kǎn,他**砍**了一棵树。 → Он срубил дерево.
看不起,kàn bu qǐ,别**看不起**人。 → Не презирайте людей.
看望,kàn wàng,我去**看望**奶奶。 → Я иду навестить бабушку.
抗议,kàng yì,人们在**抗议**。 → Люди протестуют.
靠,kào,他**靠**着墙。 → Он опирается на стену.
颗,kē,树上有一**颗**苹果。 → На дереве одно яблоко.
可见,kě jiàn,**可见**他很聪明。 → Видно что он умный.
可靠,kě kào,他很**可靠**。 → Он надёжный.
可怕,kě pà,这太**可怕**了。 → Это так страшно.
克,kè,这袋糖一**克**。 → Этот пакетик сахара один грамм.
克服,kè fú,我们要**克服**困难。 → Мы должны преодолеть трудности.
刻苦,kè kǔ,他学习很**刻苦**。 → Он усердно учится.
客观,kè guān,要**客观**地看问题。 → Нужно объективно смотреть на проблему.
课程,kè chéng,这门**课程**很有趣。 → Этот курс интересный.
空间,kōng jiān,这个房间**空间**大。 → В этой комнате много пространства.
空闲,kòng xián,我没有**空闲**。 → У меня нет свободного времени.
控制,kòng zhì,他**控制**着公司。 → Он управляет компанией.
口味,kǒu wèi,每个人**口味**不同。 → У каждого свои вкусы.
夸,kuā,妈妈**夸**了我。 → Мама похвалила меня.
夸张,kuā zhāng,他说话太**夸张**。 → Он слишком преувеличивает.
会计,kuài jì,她是**会计**。 → Она бухгалтер.
宽,kuān,这条路很**宽**。 → Эта дорога широкая.
昆虫,kūn chóng,**昆虫**种类多。 → Видов насекомых много.
扩大,kuò dà,公司在**扩大**规模。 → Компания расширяет масштаб.
辣椒,là jiāo,我喜欢吃**辣椒**。 → Я люблю есть перец.
拦,lán,警察**拦**住了车。 → Полицейский остановил машину.
烂,làn,苹果**烂**了。 → Яблоко сгнило.
朗读,lǎng dú,请**朗读**这段话。 → Пожалуйста прочтите вслух этот отрывок.
劳动,láo dòng,**劳动**最光荣。 → Труд самое почётное дело.
劳驾,láo jià,**劳驾**让一下。 → Пожалуйста подвиньтесь.
老百姓,lǎo bǎi xìng,**老百姓**生活好了。 → Простые люди стали жить лучше.
老板,lǎo bǎn,他是公司**老板**。 → Он босс компании.
老婆,lǎo po,他**老婆**很漂亮。 → Его жена очень красивая.
老实,lǎo shi,他人很**老实**。 → Он честный человек.
老鼠,lǎo shǔ,家里有**老鼠**。 → В доме мыши.
姥姥,lǎo lao,**姥姥**很疼我。 → Бабушка по матери очень любит меня.
乐观,lè guān,他很**乐观**。 → Он оптимистичен.
雷,léi,**雷**声很大。 → Гром гремит сильно.
类型,lèi xíng,这是新**类型**。 → Это новый тип.
冷淡,lěng dàn,他态度**冷淡**。 → Его отношение холодное.
厘米,lí mǐ,这是一**厘米**。 → Это один сантиметр.
离婚,lí hūn,他们**离婚**了。 → Они развелись.
梨,lí,我买了几个**梨**。 → Я купил несколько груш.
礼拜天,lǐ bài tiān,**礼拜天**我休息。 → В воскресенье я отдыхаю.
礼貌,lǐ mào,要讲**礼貌**。 → Нужно быть вежливым.
理论,lǐ lùn,这是**理论**知识。 → Это теоретические знания.
理由,lǐ yóu,你的**理由**是什么？ → Какие у тебя причины?
立即,lì jí,**立即**出发。 → Немедленно отправляйтесь.
立刻,lì kè,我**立刻**就来。 → Я сейчас же приду.
利润,lì rùn,公司**利润**很高。 → У компании высокая прибыль.
利息,lì xī,银行有**利息**。 → В банке есть проценты.
利益,lì yì,这关系到我们的**利益**。 → Это касается наших интересов.
力量,lì liang,他**力量**很大。 → У него большая сила.
力气,lì qi,我没有**力气**了。 → У меня нет сил.
连续,lián xù,他**连续**工作了三天。 → Он работал три дня подряд.
联合,lián hé,大家**联合**起来。 → Все объединились.
恋爱,liàn ài,他在**恋爱**中。 → Он влюблён.
良好,liáng hǎo,他成绩**良好**。 → У него хорошие оценки.
粮食,liáng shi,**粮食**很重要。 → Зерно очень важно.
亮,liàng,房间很**亮**。 → В комнате очень светло.
谅解,liàng jiě,请**谅解**我。 → Пожалуйста простите меня.
辽阔,liáo kuò,草原很**辽阔**。 → Степь обширная.
列车,liè chē,**列车**就要开了。 → Поезд вот-вот тронется.
临时,lín shí,这是**临时**工作。 → Это временная работа.
铃,líng,**铃**响了。 → Звонок звенит.
灵活,líng huó,他思维**灵活**。 → У него гибкое мышление.
零件,líng jiàn,需要换**零件**。 → Нужно поменять детали.
零食,líng shí,他爱吃**零食**。 → Он любит есть закуски.
领导,lǐng dǎo,他是公司**领导**。 → Он руководитель компании.
领域,lǐng yù,这是新**领域**。 → Это новая область.
浏览,liú lǎn,我在**浏览**网页。 → Я просматриваю веб-страницы.
流传,liú chuán,这个故事广为**流传**。 → Эта история широко распространена.
流泪,liú lèi,她感动得**流泪**。 → Она плакала от волнения.
龙,lóng,**龙**是中国的象征。 → Дракон символ Китая.
漏,lòu,屋顶**漏**水。 → Крыша течёт.
陆地,lù dì,船靠**陆地**了。 → Корабль причалил к суше.
陆续,lù xù,客人**陆续**到来。 → Гости прибывают один за другим.
录取,lù qǔ,他被大学**录取**了。 → Его приняли в университет.
录音,lù yīn,请**录音**。 → Пожалуйста запишите.
轮流,lún liú,我们**轮流**值班。 → Мы дежурим по очереди.
论文,lùn wén,他在写**论文**。 → Он пишет диссертацию.
逻辑,luó ji,他的**逻辑**清晰。 → У него чёткая логика.
落后,luò hòu,这里发展**落后**。 → Здесь развитие отстаёт.
麻烦,má fan,真**麻烦**你了。 → Я доставил вам неудобство.
骂,mà,别**骂**孩子。 → Не ругайте ребёнка.
麦克风,mài kè fēng,请把**麦克风**给我。 → Пожалуйста дайте мне микрофон.
馒头,mán tou,我喜欢吃**馒头**。 → Я люблю есть маньтоу.
满足,mǎn zú,他**满足**了我的要求。 → Он удовлетворил мою просьбу.
毛,máo,他衣服上有**毛**。 → На его одежде шерсть.
毛病,máo bing,这台车有**毛病**。 → У этой машины неисправность.
矛盾,máo dùn,他们之间有**矛盾**。 → Между ними есть противоречия.
冒险,mào xiǎn,这太**冒险**了。 → Это слишком рискованно.
贸易,mào yì,中美**贸易**很重要。 → Китайско-американская торговля важна.
眉毛,méi mao,她的**眉毛**很美。 → У неё красивые брови.
媒体,méi tǐ,**媒体**报道了这件事。 → СМИ сообщили об этом.
煤炭,méi tàn,我们用**煤炭**取暖。 → Мы отапливаемся углём.
美术,měi shù,他学**美术**。 → Он изучает изобразительное искусство.
魅力,mèi lì,她很有**魅力**。 → У неё много обаяния.
梦想,mèng xiǎng,这是我的**梦想**。 → Это моя мечта.
迷路,mí lù,他**迷路**了。 → Он заблудился.
谜语,mí yǔ,我喜欢猜**谜语**。 → Я люблю отгадывать загадки.
密切,mì qiè,他们关系**密切**。 → У них тесные отношения.
秘密,mì mì,这是个**秘密**。 → Это секрет.
秘书,mì shū,她是**秘书**。 → Она секретарь.
蜜蜂,mì fēng,**蜜蜂**酿蜜。 → Пчёлы делают мёд.
免费,miǎn fèi,这是**免费**服务。 → Это бесплатное обслуживание.
面对,miàn duì,我们要**面对**现实。 → Мы должны смотреть в лицо реальности.
面积,miàn jī,房子**面积**很大。 → Площадь дома большая.
面临,miàn lín,我们**面临**挑战。 → Мы сталкиваемся с вызовом.
苗条,miáo tiáo,她身材**苗条**。 → У неё стройная фигура.
描写,miáo xiě,他擅长**描写**人物。 → Он умеет описывать персонажей.
描述,miáo shù,请**描述**一下。 → Пожалуйста опишите.
敏感,mǐn gǎn,他对此很**敏感**。 → Он очень чувствителен к этому.
名牌,míng pái,她喜欢**名牌**。 → Она любит брендовые вещи.
名片,míng piàn,这是我的**名片**。 → Это моя визитка.
名胜古迹,míng shèng gǔ jì,这里有很多**名胜古迹**。 → Здесь много достопримечательностей.
明确,míng què,目标很**明确**。 → Цель ясная.
明显,míng xiǎn,**明显**有问题。 → Очевидно есть проблема.
明信片,míng xìn piàn,我寄了**明信片**。 → Я отправил открытку.
明星,míng xīng,他是个**明星**。 → Он звезда.
命令,mìng lìng,请服从**命令**。 → Пожалуйста подчиняйтесь приказу.
命运,mìng yùn,这是我的**命运**。 → Это моя судьба.
摸,mō,别**摸**这个。 → Не трогай это.
模仿,mó fǎng,他擅长**模仿**。 → Он умеет копировать.
模糊,mó hu,字看不清很**模糊**。 → Буквы неясные размытые.
模特,mó tè,她是**模特**。 → Она модель.
摩托车,mó tuō chē,他骑**摩托车**。 → Он ездит на мотоцикле.
陌生,mò shēng,这地方很**陌生**。 → Это место незнакомое.
某,mǒu,**某**人来找你。 → Какой-то человек ищет тебя.
木头,mù tou,这是**木头**桌子。 → Это деревянный стол.
目标,mù biāo,我有明确的**目标**。 → У меня чёткая цель.
目录,mù lù,请看**目录**。 → Пожалуйста посмотрите содержание.
目前,mù qián,**目前**情况稳定。 → Сейчас ситуация стабильная.
哪怕,nǎ pà,**哪怕**下雨也要去。 → Даже если пойдёт дождь нужно идти.
难怪,nán guài,**难怪**他不开心。 → Неудивительно что он не рад.
难免,nán miǎn,**难免**会犯错。 → Неизбежно совершаются ошибки.
脑袋,nǎo dai,他**脑袋**疼。 → У него болит голова.
内部,nèi bù,**内部**资料。 → Внутренние материалы.
内科,nèi kē,我去**内科**看病。 → Я иду к терапевту.
嫩,nèn,这肉很**嫩**。 → Это мясо очень нежное.
能干,néng gàn,她很**能干**。 → Она очень способная.
能源,néng yuán,**能源**很重要。 → Энергия очень важна.
嗯,èn,"**嗯**，我同意。 → Угу, я согласен."
年代,nián dài,**年代**不同了。 → Времена изменились.
年纪,nián jì,他**年纪**大了。 → Он в возрасте.
念,niàn,他在**念**书。 → Он читает книгу.
宁可,nìng kě,我**宁可**走也不坐车。 → Я предпочитаю идти пешком чем ехать.
牛仔裤,niú zǎi kù,他穿着**牛仔裤**。 → На нём джинсы.
农村,nóng cūn,他来自**农村**。 → Он из деревни.
农民,nóng mín,**农民**种地。 → Крестьяне обрабатывают землю.
农业,nóng yè,**农业**很发达。 → Сельское хозяйство развито.
浓,nóng,这茶太**浓**了。 → Этот чай слишком крепкий.
女士,nǚ shì,各位**女士**们好。 → Здравствуйте дамы.
欧洲,ōu zhōu,他要去**欧洲**。 → Он едет в Европу.
偶然,ǒu rán,这是**偶然**事件。 → Это случайное событие.
拍,pāi,请**拍**张照片。 → Пожалуйста сфотографируйте.
派,pài,公司**派**他出差。 → Компания послала его в командировку.
盼望,pàn wàng,我**盼望**着你回来。 → Я жду твоего возвращения.
赔偿,péi cháng,他要**赔偿**损失。 → Он должен возместить ущерб.
培训,péi xùn,公司给员工**培训**。 → Компания проводит обучение сотрудников.
培养,péi yǎng,要**培养**人才。 → Нужно воспитывать кадры.
佩服,pèi fú,我**佩服**你。 → Я восхищаюсь тобой.
配合,pèi hé,我们要**配合**工作。 → Мы должны сотрудничать в работе.
盆,pén,**盆**里有水。 → В тазике есть вода.
碰,pèng,小心别**碰**到。 → Осторожно не задень.
披,pī,她**披**着大衣。 → На ней пальто внакидку.
批,pī,这**批**货很好。 → Эта партия товара хорошая.
批准,pī zhǔn,他的请求被**批准**了。 → Его просьба одобрена.
皮鞋,pí xié,他穿着**皮鞋**。 → На нём кожаные туфли.
疲劳,pí láo,我感到**疲劳**。 → Я чувствую усталость.
匹,pǐ,他有一**匹**马。 → У него одна лошадь.
片,piàn,我吃了一**片**面包。 → Я съел один кусок хлеба.
片面,piàn miàn,这看法**片面**。 → Этот взгляд односторонний.
飘,piāo,雪花在**飘**。 → Снежинки летают.
拼音,pīn yīn,**拼音**很重要。 → Пиньинь очень важен.
频道,pín dào,这是电视**频道**。 → Это телевизионный канал.
平,píng,这条路很**平**。 → Эта дорога ровная.
平安,píng ān,祝你**平安**。 → Желаю вам мира.
平常,píng cháng,**平常**我很忙。 → Обычно я очень занят.
平等,píng děng,人人**平等**。 → Все равны.
平方,píng fāng,这间房十**平方**米。 → Эта комната десять квадратных метров.
平衡,píng héng,要保持**平衡**。 → Нужно сохранять баланс.
平静,píng jìng,海面很**平静**。 → Море спокойное.
平均,píng jūn,**平均**水平。 → Средний уровень.
评价,píng jià,我对他**评价**很高。 → Я высоко оцениваю его.
凭,píng,**凭**票入场。 → По билетам войти.
迫切,pò qiè,这是**迫切**需要。 → Это срочная необходимость.
破产,pò chǎn,公司**破产**了。 → Компания обанкротилась.
破坏,pò huài,别**破坏**环境。 → Не разрушайте окружающую среду.
其余,qí yú,**其余**的人都走了。 → Остальные ушли.
其中,qí zhōng,**其中**有一个是我。 → Среди них один это я.
奇迹,qí jì,这是个**奇迹**。 → Это чудо.
企业,qǐ yè,这是国有**企业**。 → Это государственное предприятие.
启发,qǐ fā,他的话很有**启发**。 → Его слова заставляют задуматься.
气氛,qì fēn,**气氛**很好。 → Атмосфера хорошая.
汽油,qì yóu,**汽油**贵了。 → Бензин подорожал.
谦虚,qiān xū,他很**谦虚**。 → Он очень скромный.
签,qiān,请在这里**签**字。 → Пожалуйста распишитесь здесь.
前途,qián tú,他**前途**光明。 → У него светлое будущее.
浅,qiǎn,水很**浅**。 → Вода мелкая.
欠,qiàn,他**欠**我钱。 → Он должен мне деньги.
枪,qiāng,他有把**枪**。 → У него есть пистолет.
强调,qiáng diào,我要**强调**一点。 → Я хочу подчеркнуть один момент.
强烈,qiáng liè,他**强烈**反对。 → Он решительно против.
墙,qiáng,**墙**上有画。 → На стене картина.
抢,qiǎng,他**抢**了我的位子。 → Он занял моё место.
悄悄,qiāo qiāo,他**悄悄**地走了。 → Он тихонько ушёл.
瞧,qiáo,**瞧**那儿。 → Посмотри туда.
巧妙,qiǎo miào,这办法很**巧妙**。 → Этот способ хитроумный.
切,qiē,请**切**菜。 → Пожалуйста нарежьте овощи.
亲爱,qīn ài,**亲爱**的妈妈。 → Дорогая мама.
亲切,qīn qiè,他态度**亲切**。 → У него тёплое отношение.
亲自,qīn zì,他**亲自**来了。 → Он лично пришёл.
勤奋,qín fèn,他很**勤奋**。 → Он очень усердный.
青,qīng,**青**山绿水。 → Зелёные горы и чистые воды.
青春,qīng chūn,**青春**多么美好。 → Юность так прекрасна.
青少年,qīng shào nián,**青少年**很活跃。 → Подростки очень активные.
轻视,qīng shì,别**轻视**他。 → Не недооценивайте его.
轻易,qīng yì,他不**轻易**生气。 → Он не сердится легко.
清淡,qīng dàn,这菜口味**清淡**。 → У этого блюда лёгкий вкус.
情景,qíng jǐng,这**情景**很感人。 → Эта сцена трогательная.
情绪,qíng xù,他**情绪**不好。 → У него плохое настроение.
请求,qǐng qiú,我有个**请求**。 → У меня просьба.
庆祝,qìng zhù,我们要**庆祝**生日。 → Мы празднуем день рождения.
球迷,qiú mí,他是**球迷**。 → Он футбольный фанат.
趋势,qū shì,这是发展**趋势**。 → Это тенденция развития.
取消,qǔ xiāo,会议**取消**了。 → Собрание отменено.
娶,qǔ,他**娶**了一个好妻子。 → Он женился на хорошей жене.
去世,qù shì,他爷爷**去世**了。 → Его дедушка скончался.
圈,quān,画一个**圈**。 → Нарисуй кружок.
全面,quán miàn,**全面**发展。 → Всестороннее развитие.
权力,quán lì,他有很大**权力**。 → У него большая власть.
权利,quán lì,这是我的**权利**。 → Это моё право.
劝,quàn,我**劝**他别抽烟。 → Я уговаривал его не курить.
缺乏,quē fá,这里**缺乏**水。 → Здесь не хватает воды.
确定,què dìng,我**确定**他会来。 → Я уверен что он придёт.
确认,què rèn,请**确认**一下。 → Пожалуйста подтвердите.
群,qún,这**群**人。 → Эта толпа людей.
燃烧,rán shāo,火在**燃烧**。 → Огонь горит.
绕,rào,我们**绕**着公园走。 → Мы идём вокруг парка.
热爱,rè ài,他**热爱**祖国。 → Он любит родину.
热烈,rè liè,**热烈**欢迎。 → Тепло приветствуем.
热心,rè xīn,他很**热心**。 → Он очень отзывчивый.
人才,rén cái,公司需要**人才**。 → Компании нужны таланты.
人口,rén kǒu,中国**人口**很多。 → Население Китая большое.
人类,rén lèi,**人类**起源于非洲。 → Человечество происходит из Африки.
人民币,rén mín bì,这是**人民币**。 → Это юани.
人生,rén shēng,**人生**短暂。 → Жизнь коротка.
人事,rén shì,**人事**部门。 → Отдел кадров.
人物,rén wù,他是个重要**人物**。 → Он важная фигура.
忍不住,rěn bu zhù,我**忍不住**笑了。 → Я не смог сдержать смех.
日常,rì cháng,这是**日常**用品。 → Это товары повседневного спроса.
日程,rì chéng,**日程**很满。 → Расписание плотное.
日历,rì lì,看一下**日历**。 → Посмотрите календарь.
日期,rì qī,什么**日期**？ → Какая дата?
日用品,rì yòng pǐn,这里卖**日用品**。 → Здесь продают товары повседневного спроса.
融化,róng huà,雪**融化**了。 → Снег растаял.
荣幸,róng xìng,我感到很**荣幸**。 → Я польщён.
荣誉,róng yù,这是**荣誉**。 → Это честь.
容貌,róng mào,她**容貌**美丽。 → У неё красивая внешность.
如何,rú hé,**如何**解决？ → Как решить?
如今,rú jīn,**如今**社会变了。 → Сегодня общество изменилось.
软,ruǎn,这枕头很**软**。 → Эта подушка мягкая.
软件,ruǎn jiàn,这是新**软件**。 → Это новая программа.
弱,ruò,他身体很**弱**。 → Он слабый здоровьем.
洒,sǎ,他**洒**了水。 → Он разлил воду.
嗓子,sǎng zi,我**嗓子**疼。 → У меня болит горло.
色彩,sè cǎi,这幅画**色彩**丰富。 → Эта картина богата цветами.
沙漠,shā mò,**沙漠**很热。 → В пустыне жарко.
沙滩,shā tān,**沙滩**很美。 → Пляж красивый.
傻,shǎ,别**傻**了。 → Не глупи.
晒,shài,衣服**晒**干了。 → Одежда высохла на солнце.
删除,shān chú,请**删除**这个。 → Пожалуйста удалите это.
闪电,shǎn diàn,**闪电**亮了。 → Молния сверкнула.
善良,shàn liáng,她很**善良**。 → Она добрая.
善于,shàn yú,他**善于**说话。 → Он умеет красноречиво говорить.
扇子,shàn zi,夏天用**扇子**。 → Летом используют веер.
伤害,shāng hài,别**伤害**别人。 → Не вредите другим.
商品,shāng pǐn,这家店**商品**多。 → В этом магазине много товаров.
商业,shāng yè,他从事**商业**。 → Он занимается коммерцией.
上当,shàng dàng,他**上当**了。 → Его обманули.
蛇,shé,**蛇**很危险。 → Змея опасна.
舌头,shé tou,**舌头**很重要。 → Язык очень важен.
设备,shè bèi,这是新**设备**。 → Это новое оборудование.
设计,shè jì,他**设计**了房子。 → Он спроектировал дом.
设施,shè shī,公园**设施**齐全。 → Парк хорошо оснащён.
摄影,shè yǐng,他喜欢**摄影**。 → Он любит фотографию.
射击,shè jī,他擅长**射击**。 → Он хорошо стреляет.
伸,shēn,他**伸**了一下腿。 → Он вытянул ноги.
身材,shēn cái,她**身材**好。 → У неё хорошая фигура.
身份,shēn fèn,请出示**身份**证。 → Пожалуйста предъявите удостоверение личности.
深刻,shēn kè,这话很**深刻**。 → Эти слова глубокомысленные.
神话,shén huà,这是**神话**故事。 → Это мифический рассказ.
神经,shén jīng,他**神经**紧张。 → У него нервное напряжение.
神秘,shén mì,这事很**神秘**。 → Это дело загадочное.
升,shēng,水位**升**高了。 → Уровень воды повысился.
生产,shēng chǎn,工厂在**生产**。 → Завод производит.
生动,shēng dòng,他讲得很**生动**。 → Он рассказывает очень живо.
生长,shēng zhǎng,植物**生长**得很快。 → Растения растут быстро.
绳子,shéng zi,这根**绳子**很结实。 → Эта верёвка прочная.
省略,shěng lüè,**省略**这部分。 → Пропустите эту часть.
胜利,shèng lì,我们取得了**胜利**。 → Мы одержали победу.
失眠,shī mián,昨晚我**失眠**了。 → Прошлой ночью у меня была бессонница.
失去,shī qù,他**失去**了工作。 → Он потерял работу.
失业,shī yè,他**失业**了。 → Он потерял работу.
诗,shī,他写**诗**。 → Он пишет стихи.
狮子,shī zi,**狮子**是百兽之王。 → Лев царь зверей.
湿润,shī rùn,空气**湿润**。 → Воздух влажный.
石头,shí tou,**石头**很硬。 → Камень твёрдый.
时差,shí chā,我倒**时差**呢。 → У меня джетлаг.
时代,shí dài,我们生活在新**时代**。 → Мы живём в новой эпохе.
时刻,shí kè,我**时刻**准备着。 → Я всегда готов.
时髦,shí máo,她很**时髦**。 → Она модная.
时期,shí qī,这是困难**时期**。 → Это трудный период.
时尚,shí shàng,这是**时尚**杂志。 → Это модный журнал.
实话,shí huà,说**实话**。 → Говорите правду.
实践,shí jiàn,**实践**出真知。 → Практика выявляет истинные знания.
