word,pinyin,context
伤心,shāng xīn,她很**伤心**。 → Она очень **расстроена**.
商量,shāng liang,我们**商量**一下。 → Давайте **обсудим**.
稍微,shāo wēi,**稍微**等一下。 → **Немного** подожди.
勺子,sháo zi,"请给我一个**勺子**。 → Пожалуйста, дай мне **ложку**."
社会,shè huì,**社会**在发展。 → **Общество** развивается.
申请,shēn qǐng,我**申请**了奖学金。 → Я **подал заявку** на стипендию.
深,shēn,这条河很**深**。 → Эта река **глубокая**.
甚至,shèn zhì,他**甚至**忘了吃饭。 → Он **даже** забыл поесть.
生活,shēng huó,他的**生活**很幸福。 → Его **жизнь** счастливая.
生命,shēng mìng,**生命**很宝贵。 → **Жизнь** драгоценна.
生意,shēng yi,他的**生意**很好。 → Его **бизнес** идёт хорошо.
省,shěng,这样能**省**钱。 → Так можно **сэкономить** деньги.
剩,shèng,**剩**了一点饭。 → **Осталось** немного риса.
失败,shī bài,**失败**是成功之母。 → **Поражение** — мать успеха.
失望,shī wàng,我对他很**失望**。 → Я в нём очень **разочарован**.
师傅,shī fu,**师傅**很热情。 → **Мастер** очень радушный.
十分,shí fēn,他**十分**聪明。 → Он **очень** умный.
实际,shí jì,**实际**情况怎么样？ → Какова **реальная** ситуация?
实在,shí zài,我**实在**累了。 → Я **действительно** устал.
使,shǐ,这件事**使**我很难过。 → Это **заставило** меня грустить.
使用,shǐ yòng,如何**使用**这个？ → Как **использовать** это?
世纪,shì jì,21**世纪**是信息时代。 → 21-й **век** — век информации.
是否,shì fǒu,你**是否**知道？ → Ты знаешь **или нет**?
适合,shì hé,这件衣服**适合**你。 → Эта одежда тебе **подходит**.
适应,shì yìng,他**适应**了新环境。 → Он **приспособился** к новой обстановке.
收,shōu,我**收**到了你的信。 → Я **получил** твоё письмо.
收入,shōu rù,他的**收入**很高。 → У него высокий **доход**.
收拾,shōu shi,"请**收拾**房间。 → Пожалуйста, **прибери** комнату."
首都,shǒu dū,北京是中国的**首都**。 → Пекин — **столица** Китая.
首先,shǒu xiān,**首先**我要感谢大家。 → **Прежде всего** я хочу всех поблагодарить.
受不了,shòu bu liǎo,我**受不了**这个噪音。 → Я **не выношу** этот шум.
受到,shòu dào,他**受到**了表扬。 → Он **получил** похвалу.
售货员,shòu huò yuán,**售货员**很热情。 → **Продавец** очень приветливый.
输,shū,我们**输**了。 → Мы **проиграли**.
熟悉,shú xī,我对这里很**熟悉**。 → Я хорошо **знаком** с этим местом.
数量,shù liàng,**数量**有限。 → **Количество** ограничено.
数字,shù zì,这个**数字**是多少？ → Какое это **число**?
帅,shuài,他很**帅**。 → Он очень **красивый**.
顺便,shùn biàn,你**顺便**买点东西。 → **Заодно** купи кое-что.
顺利,shùn lì,工作很**顺利**。 → Работа идёт **гладко**.
顺序,shùn xù,"请按**顺序**排队。 → Пожалуйста, встаньте в **порядке** очереди."
说明,shuō míng,"请**说明**情况。 → Пожалуйста, **объясни** ситуацию."
硕士,shuò shì,他是**硕士**。 → Он **магистр**.
死,sǐ,树**死**了。 → Дерево **умерло**.
速度,sù dù,**速度**很快。 → **Скорость** очень высокая.
塑料袋,sù liào dài,"请给我一个**塑料袋**。 → Пожалуйста, дай мне **пластиковый пакет**."
酸,suān,这个柠檬很**酸**。 → Этот лимон очень **кислый**.
随便,suí biàn,你**随便**坐。 → Садись **где хочешь**.
随着,suí zhe,**随着**经济发展。 → **С** развитием экономики.
孙子,sūn zi,他抱着**孙子**。 → Он держит **внука** на руках.
所有,suǒ yǒu,**所有**人都来了。 → **Все** пришли.
台,tái,我买了一**台**电脑。 → Я купил **компьютер**.
抬,tái,"请**抬**起头来。 → Пожалуйста, **подними** голову."
态度,tài du,他的**态度**很好。 → У него хорошее **отношение**.
谈,tán,我们**谈**一下。 → Давайте **поговорим**.
弹钢琴,tán gāng qín,她会**弹钢琴**。 → Она умеет **играть на пианино**.
汤,tāng,**汤**很好喝。 → **Суп** очень вкусный.
糖,táng,我不吃**糖**。 → Я не ем **сахар**.
躺,tǎng,他**躺**在床上。 → Он **лежит** на кровати.
趟,tàng,我去一**趟**银行。 → Я схожу в банк один **раз**.
讨论,tǎo lùn,我们**讨论**一下。 → Давайте **обсудим**.
讨厌,tǎo yàn,我**讨厌**下雨。 → Я **не люблю** дождь.
特点,tè diǎn,他的**特点**是认真。 → Его **особенность** — серьёзность.
提,tí,我**提**个建议。 → Я **выдвигаю** предложение.
提供,tí gōng,我们**提供**服务。 → Мы **предоставляем** услуги.
提前,tí qián,他**提前**到了。 → Он пришёл **заранее**.
提醒,tí xǐng,**提醒**我一下。 → **Напомни** мне.
填空,tián kòng,"请**填空**。 → Пожалуйста, **заполните пробелы**."
条件,tiáo jiàn,**条件**很好。 → **Условия** хорошие.
停,tíng,**停**一下。 → **Остановись** на секунду.
挺,tǐng,他**挺**好的。 → Он **довольно** хороший.
通过,tōng guò,他**通过**了考试。 → Он **прошёл** экзамен.
通知,tōng zhī,"请**通知**大家。 → Пожалуйста, **сообщи** всем."
同情,tóng qíng,我**同情**他。 → Я **сочувствую** ему.
同时,tóng shí,我们**同时**到达。 → Мы прибыли **одновременно**.
推,tuī,"请**推**门。 → Пожалуйста, **толкни** дверь."
推迟,tuī chí,会议**推迟**了。 → Собрание **отложено**.
脱,tuō,"请**脱**鞋。 → Пожалуйста, **сними** обувь."
袜子,wà zi,我穿**袜子**。 → Я ношу **носки**.
完全,wán quán,我**完全**同意。 → Я **полностью** согласен.
网球,wǎng qiú,他喜欢打**网球**。 → Он любит играть в **теннис**.
网站,wǎng zhàn,这是公司的**网站**。 → Это **сайт** компании.
往往,wǎng wǎng,他**往往**很晚回家。 → Он **часто** возвращается домой поздно.
危险,wēi xiǎn,这里很**危险**。 → Здесь **опасно**.
卫生间,wèi shēng jiān,**卫生间**在哪里？ → Где **туалет**?
味道,wèi dào,这个**味道**很好。 → У этого хороший **вкус**.
温度,wēn dù,今天的**温度**是多少？ → Какова сегодня **температура**?
文章,wén zhāng,这篇**文章**很好。 → Эта **статья** хорошая.
污染,wū rǎn,空气**污染**严重。 → **Загрязнение** воздуха серьёзное.
无,wú,**无**话可说。 → **Нечего** сказать.
无聊,wú liáo,真**无聊**。 → Так **скучно**.
无论,wú lùn,"**无论**怎么样，我都支持你。 → **Несмотря ни на что**, я тебя поддерживаю."
误会,wù huì,这是**误会**。 → Это **недоразумение**.
吸引,xī yǐn,这本书很**吸引**人。 → Эта книга очень **привлекает** людей.
咸,xián,这道菜很**咸**。 → Это блюдо очень **солёное**.
现金,xiàn jīn,我没带**现金**。 → У меня нет с собой **наличных**.
羡慕,xiàn mù,我很**羡慕**你。 → Я очень тебе **завидую**.
相反,xiāng fǎn,**相反**的方向。 → **Противоположное** направление.
相同,xiāng tóng,我们的想法**相同**。 → Наши мысли **совпадают**.
香,xiāng,饭菜很**香**。 → Еда очень **ароматная**.
详细,xiáng xì,"请说得**详细**一点。 → Пожалуйста, расскажи **подробнее**."
响,xiǎng,电话**响**了。 → Телефон **звонит**.
橡皮,xiàng pí,我没有**橡皮**。 → У меня нет **ластика**.
消息,xiāo xi,你听到**消息**了吗？ → Ты слышал **новость**?
小吃,xiǎo chī,北京的**小吃**很有名。 → Пекинские **закуски** знамениты.
小说,xiǎo shuō,他喜欢看**小说**。 → Он любит читать **романы**.
笑话,xiào hua,他喜欢讲**笑话**。 → Он любит рассказывать **анекдоты**.
效果,xiào guǒ,这个药的**效果**很好。 → У этого лекарства хороший **эффект**.
心情,xīn qíng,我今天**心情**不好。 → У меня сегодня плохое **настроение**.
辛苦,xīn kǔ,工作很**辛苦**。 → Работа очень **тяжёлая**.
信封,xìn fēng,"请给我一个**信封**。 → Пожалуйста, дай мне **конверт**."
信息,xìn xī,**信息**时代。 → Эпоха **информации**.
信心,xìn xīn,我有**信心**。 → У меня есть **уверенность**.
兴奋,xīng fèn,我很**兴奋**。 → Я очень **взволнован**.
行,xíng,**行**！ → **Хорошо**!
醒,xǐng,我**醒**了。 → Я **проснулся**.
幸福,xìng fú,他们过得很**幸福**。 → Они живут очень **счастливо**.
性别,xìng bié,"请填写**性别**。 → Пожалуйста, укажите **пол**."
性格,xìng gé,他的**性格**很好。 → У него хороший **характер**.
修理,xiū lǐ,"请**修理**一下。 → Пожалуйста, **почини**."
许多,xǔ duō,我有**许多**朋友。 → У меня **много** друзей.
学期,xué qī,这个**学期**很忙。 → Этот **семестр** очень загруженный.
压力,yā lì,工作**压力**很大。 → Рабочее **давление** большое.
牙膏,yá gāo,**牙膏**用完了。 → **Зубная паста** закончилась.
亚洲,Yà zhōu,中国在**亚洲**。 → Китай находится в **Азии**.
呀,ya,真好**呀**！ → Действительно хорошо!
盐,yán,"请加点**盐**。 → Пожалуйста, добавь **соли**."
严格,yán gé,老师很**严格**。 → Учитель очень **строгий**.
严重,yán zhòng,问题很**严重**。 → Проблема очень **серьёзная**.
研究,yán jiū,他在**研究**历史。 → Он **изучает** историю.
眼镜,yǎn jìng,我戴**眼镜**。 → Я ношу **очки**.
演出,yǎn chū,**演出**开始了。 → **Представление** началось.
演员,yǎn yuán,他是**演员**。 → Он **актёр**.
阳光,yáng guāng,**阳光**很灿烂。 → **Солнечный свет** очень яркий.
养成,yǎng chéng,要**养成**好习惯。 → Нужно **формировать** хорошие привычки.
样子,yàng zi,他的**样子**很帅。 → У него красивый **вид**.
邀请,yāo qǐng,我**邀请**你来。 → Я **приглашаю** тебя прийти.
要是,yào shi,"**要是**下雨怎么办？ → **Если** пойдёт дождь, что делать?"
钥匙,yào shi,**钥匙**在哪里？ → Где **ключ**?
也许,yě xǔ,他**也许**会来。 → Он **возможно** придёт.
叶子,yè zi,秋天的**叶子**很美。 → Осенние **листья** красивые.
页,yè,"请翻到第十**页**。 → Пожалуйста, откройте десятую **страницу**."
一切,yī qiè,**一切**都很好。 → **Всё** хорошо.
以,yǐ,**以**北为方向。 → **С** севером как направлением.
艺术,yì shù,**艺术**很美。 → **Искусство** прекрасно.
意见,yì jiàn,你的**意见**是什么？ → Каково твоё **мнение**?
因此,yīn cǐ,**因此**他生气了。 → **Поэтому** он рассердился.
引起,yǐn qǐ,这件事**引起**了大家的注意。 → Это **привлекло** всеобщее внимание.
印象,yìn xiàng,我对他**印象**很好。 → У меня хорошее **впечатление** о нём.
赢,yíng,我们**赢**了。 → Мы **выиграли**.
应聘,yìng pìn,我去公司**应聘**。 → Я иду в компанию на **собеседование**.
永远,yǒng yuǎn,我**永远**爱你。 → Я люблю тебя **навсегда**.
勇敢,yǒng gǎn,他很**勇敢**。 → Он очень **смелый**.
优点,yōu diǎn,他的**优点**很多。 → У него много **достоинств**.
优秀,yōu xiù,他是**优秀**学生。 → Он **отличный** ученик.
幽默,yōu mò,他很**幽默**。 → Он очень **с юмором**.
尤其,yóu qí,"我喜欢水果**尤其**是苹果。 → Я люблю фрукты, **особенно** яблоки."
由,yóu,这是**由**他决定的。 → Это решается **им**.
由于,yóu yú,**由于**下雨我没去。 → **Из-за** дождя я не пошёл.
邮局,yóu jú,**邮局**在哪里？ → Где **почта**?
友好,yǒu hǎo,他对人很**友好**。 → Он **дружелюбный** к людям.
友谊,yǒu yì,我们的**友谊**很深。 → Наша **дружба** глубокая.
有趣,yǒu qù,这本书很**有趣**。 → Эта книга очень **интересная**.
于是,yú shì,**于是**他就走了。 → **Тогда** он ушёл.
愉快,yú kuài,祝你**愉快**。 → Желаю тебе **счастья**.
与,yǔ,我**与**他是朋友。 → Я **с** ним друзья.
羽毛球,yǔ máo qiú,我喜欢打**羽毛球**。 → Я люблю играть в **бадминтон**.
语法,yǔ fǎ,中文**语法**不难。 → Китайская **грамматика** не сложная.
语言,yǔ yán,**语言**是工具。 → **Язык** — это инструмент.
预习,yù xí,"请**预习**第三课。 → Пожалуйста, **подготовьте** третий урок."
原来,yuán lái,"**原来**是你！ → **Оказывается**, это ты!"
原谅,yuán liàng,"请**原谅**我。 → Пожалуйста, **прости** меня."
原因,yuán yīn,什么**原因**？ → По какой **причине**?
约会,yuē huì,我和她有**约会**。 → У меня с ней **свидание**.
阅读,yuè dú,我喜欢**阅读**。 → Я люблю **читать**.
云,yún,天上有**云**。 → На небе **облака**.
允许,yǔn xǔ,妈妈**允许**我去。 → Мама **разрешила** мне пойти.
杂志,zá zhì,我买了一本**杂志**。 → Я купил **журнал**.
咱们,zán men,**咱们**走吧。 → Пойдём **мы**.
暂时,zàn shí,**暂时**没消息。 → **Временно** нет новостей.
脏,zāng,衣服很**脏**。 → Одежда очень **грязная**.
责任,zé rèn,这是我的**责任**。 → Это моя **ответственность**.
增加,zēng jiā,工资**增加**了。 → Зарплата **увеличилась**.
窄,zhǎi,这条路很**窄**。 → Эта дорога **узкая**.
照,zhào,**照**着办。 → Делай **по** инструкции.
召开,zhào kāi,公司**召开**会议。 → Компания **созывает** собрание.
真正,zhēn zhèng,他是**真正**的朋友。 → Он **настоящий** друг.
整理,zhěng lǐ,"请**整理**桌子。 → Пожалуйста, **прибери** стол."
正常,zhèng cháng,一切**正常**。 → Всё **нормально**.
正好,zhèng hǎo,**正好**我也要去。 → **Как раз** я тоже хочу пойти.
正确,zhèng què,你的答案**正确**。 → Твой ответ **правильный**.
正式,zhèng shì,这是**正式**通知。 → Это **официальное** уведомление.
证明,zhèng míng,"请**证明**一下。 → Пожалуйста, **докажи**."
之,zhī,百分**之**八十。 → 80 процентов.
支持,zhī chí,我**支持**你。 → Я **поддерживаю** тебя.
知识,zhī shi,**知识**就是力量。 → **Знание** — это сила.
直接,zhí jiē,"请**直接**告诉我。 → Пожалуйста, скажи мне **напрямую**."
值得,zhí dé,这**值得**去看看。 → Это **стоит** посмотреть.
植物,zhí wù,这是什么**植物**？ → Что это за **растение**?
职业,zhí yè,你的**职业**是什么？ → Какая у тебя **профессия**?
只好,zhǐ hǎo,我**只好**走着去。 → Мне **пришлось** идти пешком.
只要,zhǐ yào,"**只要**努力，就能成功。 → **Если только** старайся, добьёшься успеха."
指,zhǐ,他用手**指**着我。 → Он **показывает** на меня пальцем.
至少,zhì shǎo,**至少**有100人。 → **По крайней мере** 100 человек.
质量,zhì liàng,**质量**很好。 → **Качество** хорошее.
重,zhòng,这个箱子很**重**。 → Этот чемодан **тяжёлый**.
重点,zhòng diǎn,这是**重点**。 → Это **главное**.
重视,zhòng shì,我们要**重视**教育。 → Мы должны **уделять внимание** образованию.
周围,zhōu wéi,**周围**很安静。 → **Вокруг** очень тихо.
逐渐,zhú jiàn,他的中文**逐渐**好起来了。 → Его китайский **постепенно** улучшается.
主意,zhǔ yi,好**主意**！ → Хорошая **идея**!
主要,zhǔ yào,这是**主要**原因。 → Это **главная** причина.
祝贺,zhù hè,**祝贺**你成功。 → **Поздравляю** тебя с успехом.
著名,zhù míng,他是**著名**演员。 → Он **известный** актёр.
专门,zhuān mén,我**专门**来看你。 → Я **специально** пришёл повидать тебя.
专业,zhuān yè,我的**专业**是历史。 → Моя **специальность** — история.
转,zhuǎn,"请**转**告他。 → Пожалуйста, **передай** ему."
赚,zhuàn,他**赚**了很多钱。 → Он **заработал** много денег.
撞,zhuàng,车**撞**到了树。 → Машина **врезалась** в дерево.
准时,zhǔn shí,他很**准时**。 → Он очень **пунктуальный**.
仔细,zǐ xì,"请**仔细**听。 → Пожалуйста, слушай **внимательно**."
自然,zì rán,要保护**自然**。 → Нужно охранять **природу**.
自信,zì xìn,他很**自信**。 → Он очень **уверен в себе**.
总结,zǒng jié,"请**总结**一下。 → Пожалуйста, **подведи итог**."
租,zū,我**租**了一套房子。 → Я **снял** квартиру.
最好,zuì hǎo,你**最好**早点睡。 → **Лучше** тебе раньше лечь спать.
尊重,zūn zhòng,"请**尊重**别人。 → Пожалуйста, **уважай** других."
左右,zuǒ yòu,大概十点**左右**。 → Примерно около десяти.
作家,zuò jiā,他是**作家**。 → Он **писатель**.
作者,zuò zhě,这本书的**作者**是谁？ → Кто **автор** этой книги?
座,zuò,那**座**山很高。 → Та **гора** высокая.
座位,zuò wèi,这是我的**座位**。 → Это моё **место**.
辣椒,là jiāo,我不能吃**辣椒**。 → Я не могу есть **перец**.
列车,liè chē,**列车**马上要开了。 → **Поезд** скоро отправится.
垃圾,lā jī,"请把**垃圾**扔掉。 → Пожалуйста, выброси **мусор**."
轮,lún,**轮**到我了。 → **Очередь** дошла до меня.
牛仔裤,niú zǎi kù,我穿**牛仔裤**。 → Я ношу **джинсы**.
排球,pái qiú,他打**排球**很好。 → Он хорошо играет в **волейбол**.
派,pài,公司**派**他出差。 → Компания **отправила** его в командировку.
匹,pǐ,一**匹**马。 → Одна **лошадь**.
平方,píng fāng,这是十**平方**米。 → Это десять **квадратных** метров.
情人节,Qíng rén jié,**情人节**快乐。 → С **Днём святого Валентина**.
庆祝,qìng zhù,我们要**庆祝**一下。 → Мы хотим **отметить**.
任,rèn,他**任**经理。 → Он **занимает должность** менеджера.
散,sàn,人都**散**了。 → Люди **разошлись**.
摄影,shè yǐng,他喜欢**摄影**。 → Он любит **фотографировать**.
湿,shī,衣服**湿**了。 → Одежда **мокрая**.
诗,shī,这首**诗**很美。 → Это стихотворение красивое.
食品,shí pǐn,我们买点**食品**。 → Купим **продукты**.
适当,shì dàng,**适当**休息很重要。 → **Подобающий** отдых очень важен.
寿命,shòu mìng,人的**寿命**有限。 → Человеческая **жизнь** ограничена.
熟,shú,饭**熟**了。 → Еда **готова**.
属于,shǔ yú,这个**属于**我。 → Это **принадлежит** мне.
睡眠,shuì mián,他**睡眠**不好。 → У него плохой **сон**.
丝绸,sī chóu,中国**丝绸**很有名。 → Китайский **шёлк** знаменит.
寺庙,sì miào,这座**寺庙**很古老。 → Этот **храм** древний.
搜索,sōu suǒ,我在网上**搜索**。 → Я ищу в интернете.
随时,suí shí,你可以**随时**来。 → Ты можешь приходить **в любое время**.
缩短,suō duǎn,**缩短**时间。 → **Сократить** время.
锁,suǒ,**锁**门了吗？ → Дверь **заперли**?
摊,tān,这里有个小**摊**。 → Здесь есть маленький **прилавок**.
谈判,tán pàn,**谈判**结束了。 → **Переговоры** закончились.
探望,tàn wàng,我去**探望**奶奶。 → Я иду **навестить** бабушку.
逃,táo,小偷**逃**了。 → Вор **сбежал**.
桃,táo,我喜欢吃**桃**。 → Я люблю **персики**.
特殊,tè shū,这是**特殊**情况。 → Это **особый** случай.
体会,tǐ huì,我有深刻的**体会**。 → У меня глубокое **понимание**.
体现,tǐ xiàn,这**体现**了他的能力。 → Это **отражает** его способности.
天空,tiān kōng,**天空**很蓝。 → **Небо** синее.
统一,tǒng yī,意见**统一**了。 → Мнения **объединились**.
痛,tòng,我头**痛**。 → У меня болит голова.
痛苦,tòng kǔ,他很**痛苦**。 → Он очень **страдает**.
偷,tōu,有人**偷**了我的钱包。 → Кто-то **украл** мой кошелёк.
退,tuì,可以**退**货吗？ → Можно **вернуть** товар?
退休,tuì xiū,他**退休**了。 → Он **на пенсии**.
晚会,wǎn huì,**晚会**很热闹。 → **Вечеринка** оживлённая.
万一,wàn yī,"**万一**他不来怎么办？ → **На случай** если он не придёт, что делать?"
威胁,wēi xié,他**威胁**我。 → Он **угрожает** мне.
微笑,wēi xiào,她对我**微笑**。 → Она мне **улыбается**.
违反,wéi fǎn,他**违反**了规定。 → Он **нарушил** правило.
为难,wéi nán,这件事让我**为难**。 → Это меня **смущает**.
未来,wèi lái,**未来**充满希望。 → **Будущее** полно надежд.
位置,wèi zhì,你的**位置**在哪里？ → Где твоё **место**?
温暖,wēn nuǎn,家很**温暖**。 → Дом **тёплый**.
温柔,wēn róu,她很**温柔**。 → Она очень **нежная**.
文学,wén xué,我喜欢**文学**。 → Я люблю **литературу**.
握手,wò shǒu,我们**握手**。 → Мы **пожимаем руки**.
吸,xī,他在**吸**烟。 → Он **курит**.
洗衣机,xǐ yī jī,**洗衣机**坏了。 → **Стиральная машина** сломалась.
喜爱,xǐ ài,我**喜爱**音乐。 → Я **люблю** музыку.
戏剧,xì jù,我喜欢看**戏剧**。 → Я люблю смотреть **спектакли**.
线,xiàn,"请把**线**给我。 → Пожалуйста, дай мне **нитку**."
限制,xiàn zhì,这里有**限制**。 → Здесь есть **ограничения**.
香肠,xiāng cháng,我喜欢吃**香肠**。 → Я люблю **колбасу**.
箱子,xiāng zi,**箱子**很重。 → **Чемодан** тяжёлый.
享受,xiǎng shòu,我在**享受**生活。 → Я **наслаждаюсь** жизнью.
项目,xiàng mù,这个**项目**很大。 → Этот **проект** большой.
消费,xiāo fèi,**消费**水平提高了。 → Уровень **потребления** повысился.
小麦,xiǎo mài,**小麦**丰收了。 → **Пшеница** собрана.
形成,xíng chéng,**形成**了一个习惯。 → **Сформировалась** привычка.
形容,xíng róng,无法**形容**。 → Невозможно **описать**.
形状,xíng zhuàng,这是什么**形状**？ → Какая это **форма**?
休闲,xiū xián,**休闲**时间很重要。 → **Свободное** время важно.
学历,xué lì,他的**学历**很高。 → У него высокое **образование**.
学问,xué wen,他有**学问**。 → У него есть **знания**.
寻找,xún zhǎo,我在**寻找**答案。 → Я **ищу** ответ.
迅速,xùn sù,他**迅速**做出反应。 → Он **быстро** среагировал.
养,yǎng,他**养**了一只狗。 → Он **завёл** собаку.
摇,yáo,他**摇**头。 → Он **качает** головой.
咬,yǎo,狗**咬**了我。 → Собака меня **укусила**.
夜,yè,深**夜**了。 → Глубокая **ночь**.
依然,yī rán,他**依然**那么帅。 → Он **по-прежнему** такой же красивый.
遗憾,yí hàn,真**遗憾**。 → Очень **жаль**.
疑问,yí wèn,我有**疑问**。 → У меня есть **сомнения**.
依靠,yī kào,我**依靠**你。 → Я **полагаюсь** на тебя.
忆,yì,"**忆**苦思甜。 → **Вспоминать** горькое, думать о сладком."
义务,yì wù,这是我们的**义务**。 → Это наша **обязанность**.
译,yì,"请**译**成英文。 → Пожалуйста, **переведи** на английский."
意义,yì yì,这有什么**意义**？ → Какой в этом **смысл**?
营业,yíng yè,商店**营业**到晚上十点。 → Магазин **работает** до десяти вечера.
拥抱,yōng bào,他们**拥抱**了。 → Они **обнялись**.
拥有,yōng yǒu,他**拥有**很多财富。 → Он **обладает** большим богатством.
踊跃,yǒng yuè,大家**踊跃**发言。 → Все **активно** высказываются.
优势,yōu shì,这是我们的**优势**。 → Это наше **преимущество**.
忧愁,yōu chóu,他很**忧愁**。 → Он очень **печальный**.
诱惑,yòu huò,这是个**诱惑**。 → Это **искушение**.
鱼肉,yú ròu,**鱼肉**很嫩。 → **Рыба** нежная.
玉米,yù mǐ,**玉米**很甜。 → **Кукуруза** сладкая.
预报,yù bào,"天气**预报**说今天有雨。 → **Прогноз** погоды говорит, что сегодня дождь."
预订,yù dìng,我**预订**了房间。 → Я **забронировал** номер.
原则,yuán zé,这是基本**原则**。 → Это основной **принцип**.
源,yuán,水的**源**头。 → **Источник** воды.
约,yuē,我和他**约**好了。 → Я с ним **договорился**.
晕,yūn,我有点**晕**。 → У меня немного **кружится** голова.
熨,yùn,"请**熨**一下衣服。 → Пожалуйста, **погладь** одежду."
灾难,zāi nàn,这是一场**灾难**。 → Это **бедствие**.
赞美,zàn měi,大家**赞美**他。 → Все **восхваляют** его.
赞同,zàn tóng,我**赞同**你的看法。 → Я **согласен** с твоим мнением.
造成,zào chéng,这**造成**了损失。 → Это **привело** к убыткам.
责备,zé bèi,他**责备**了我。 → Он **упрекнул** меня.
则,zé,"有志者事竟成**则**。 → **Принцип**: где есть воля, есть путь."
摘,zhāi,**摘**苹果。 → **Сорвать** яблоко.
战胜,zhàn shèng,我们**战胜**了困难。 → Мы **преодолели** трудности.
账户,zhàng hù,我的**账户**。 → Мой **счёт**.
召集,zhào jí,**召集**大家开会。 → **Собрать** всех на собрание.
朝,zhāo,**朝**前看。 → Смотри **вперёд**.
珍贵,zhēn guì,这很**珍贵**。 → Это **драгоценно**.
振奋,zhèn fèn,大家很**振奋**。 → Все **воодушевлены**.
争论,zhēng lùn,他们在**争论**。 → Они **спорят**.
争取,zhēng qǔ,**争取**胜利。 → **Стремиться** к победе.
征求,zhēng qiú,**征求**意见。 → **Запрашивать** мнения.
拯救,zhěng jiù,**拯救**生命。 → **Спасти** жизнь.
政府,zhèng fǔ,**政府**做了很多工作。 → **Правительство** проделало много работы.
政治,zhèng zhì,我不关心**政治**。 → Меня не интересует **политика**.
执行,zhí xíng,**执行**命令。 → **Выполнять** приказ.
治,zhì,**治**病救人。 → **Лечить** болезни и спасать людей.
质疑,zhì yí,我**质疑**这个结论。 → Я **сомневаюсь** в этом выводе.
种类,zhǒng lèi,这里有很多**种类**。 → Здесь много **видов**.
珠子,zhū zi,这是漂亮的**珠子**。 → Это красивая **бусина**.
著作,zhù zuò,这是他的**著作**。 → Это его **произведение**.
转变,zhuǎn biàn,他的态度**转变**了。 → Его отношение **изменилось**.
状况,zhuàng kuàng,经济**状况**好转。 → Экономическая **ситуация** улучшается.
追,zhuī,警察在**追**小偷。 → Полицейский **гонится** за вором.
咨询,zī xún,我去**咨询**律师。 → Я пойду **проконсультироваться** с юристом.
姿势,zī shì,他的**姿势**很标准。 → Его **поза** очень правильная.
资格,zī gé,他有**资格**参加。 → Он имеет **право** участвовать.
资金,zī jīn,**资金**不够。 → **Средств** не хватает.
资料,zī liào,我需要**资料**。 → Мне нужны **материалы**.
自动,zì dòng,**自动**门。 → **Автоматическая** дверь.
自豪,zì háo,我为你**自豪**。 → Я **горжусь** тобой.
自觉,zì jué,他很**自觉**。 → Он очень **сознательный**.
自由,zì yóu,我喜欢**自由**。 → Я люблю **свободу**.
综合,zōng hé,**综合**考虑。 → **Комплексное** рассмотрение.
总裁,zǒng cái,他是公司**总裁**。 → Он **директор** компании.
总共,zǒng gòng,**总共**多少钱？ → **Всего** сколько денег?
总之,zǒng zhī,"**总之**他没来。 → **В общем**, он не пришёл."
组成,zǔ chéng,**组成**一个团队。 → **Сформировать** команду.
组织,zǔ zhī,他**组织**了一个活动。 → Он **организовал** мероприятие.
祖国,zǔ guó,我爱我的**祖国**。 → Я люблю свою **родину**.
钻研,zuān yán,他**钻研**学问。 → Он **углубляется** в науку.
钻石,zuàn shí,**钻石**很珍贵。 → **Алмаз** драгоценен.
醉,zuì,他喝**醉**了。 → Он **напился**.
作品,zuò pǐn,这是他的**作品**。 → Это его **произведение**.
